company,code,market_cap
Universal Stainless & Alloy Products,USAP,$0.17 B
Media and Games Invest,M8G.DE,$0.17 B
"PLAID,Inc.",4165.T,$0.17 B
Koh Young Technology,098460.KQ,$0.17 B
PepGen,PEPG,$0.17 B
Canacol Energy,CNE.TO,$0.17 B
Jay Bharat Maruti,JAYBARMARU.NS,$0.17 B
374Water,SCWO,$0.17 B
MainStreet Bancshares,MNSB,$0.17 B
Geospace Technologies,GEOS,$0.17 B
eMagin,EMAN,$0.17 B
Sachem Capital,SACH,$0.17 B
Evans Bancorp,EVBN,$0.17 B
TuSimple,TSP,$0.17 B
Digital Bros,DIB.MI,$0.17 B
Portman Ridge,PTMN,$0.17 B
Bakkt Holdings,BKKT,$0.17 B
Red Robin,RRGB,$0.17 B
Sequans Communications,SQNS,$0.17 B
PFSweb,PFSW,$0.17 B
Indorama Synthetics,INDORAMA.NS,$0.17 B
Ocugen,OCGN,$0.17 B
Full House Resorts,FLL,$0.16 B
Oxford Square Capital,OXSQ,$0.16 B
Compugen,CGEN,$0.16 B
Manitex International,MNTX,$0.16 B
Peoples Bancorp of North Carolina,PEBK,$0.16 B
GoldMining Inc.,GLDG,$0.16 B
Townsquare Media,TSQ,$0.16 B
Drecom,3793.T,$0.16 B
Arbe Robotics,ARBE,$0.16 B
Mengly J. Quach Education,MJQE.KH,$0.16 B
Leifheit,LEI.DE,$0.16 B
Bliss GVS Pharma,BLISSGVS.NS,$0.16 B
Loop Industries,LOOP,$0.16 B
Shimmick,SHIM,$0.16 B
Tingo Group,TIO,$0.16 B
SKYX Platforms,SKYX,$0.16 B
Sterling Tools,STERTOOLS.NS,$0.16 B
Vericity,VERY,$0.16 B
Cybin,CYBN,$0.16 B
ProQR,PRQR,$0.16 B
Sportsman's Warehouse,SPWH,$0.16 B
PlaySide Studios,PLY.AX,$0.16 B
trivago,TRVG,$0.16 B
Global Cord Blood,CORBF,$0.16 B
TELA Bio,TELA,$0.16 B
TPI Composites,TPIC,$0.16 B
Enad Global 7,EG7.ST,$0.16 B
Americanas,AMER3.SA,$0.16 B
NIU,NIU,$0.16 B
Nacon,NACON.PA,$0.16 B
Atomera,ATOM,$0.16 B
OP Bancorp (Open Bank),OPBK,$0.16 B
Coffee Day Enterprises,COFFEEDAY.NS,$0.16 B
Xtant Medical,XTNT,$0.16 B
Capricor Therapeutics,CAPR,$0.16 B
Cambium Networks,CMBM,$0.16 B
Rani Therapeutics,RANI,$0.16 B
G1 Therapeutics,GTHX,$0.15 B
Pkp Cargo,PKP.WA,$0.15 B
Nouveau Monde Graphite,NMG,$0.15 B
The Oncology Institute,TOI,$0.15 B
Oriental Aromatics,OAL.NS,$0.15 B
Kodiak Sciences,KOD,$0.15 B
India Motor Parts and Accessories,IMPAL.NS,$0.15 B
Silvercrest Asset Management Group,SAMG,$0.15 B
Battalion Oil,BATL,$0.15 B
PDS Biotechnology,PDSB,$0.15 B
Penns Woods Bancorp,PWOD,$0.15 B
Texwinca Holdings,0321.HK,$0.15 B
orion-group-holdings,ORN,$0.15 B
Hyliion,HYLN,$0.15 B
Ayr Wellness,AYRWF,$0.15 B
Baozun,BZUN,$0.15 B
Inovio Pharmaceuticals,INO,$0.15 B
Seanergy Maritime,SHIP,$0.15 B
Acme United,ACU,$0.15 B
AlphaPolis,9467.T,$0.15 B
Hester Biosciences,HESTERBIO.NS,$0.15 B
inTEST Corporation,INTT,$0.15 B
Andrew Peller,ADW-A.TO,$0.15 B
Lai Sun Development Company,0488.HK,$0.15 B
Invitae,NVTA,$0.15 B
iHuman,IH,$0.15 B
Spire Global,SPIR,$0.15 B
First Northwest Bancorp,FNWB,$0.15 B
Standard BioTools,LAB,$0.15 B
Investar Holding,ISTR,$0.15 B
Fairwood Holdings,0052.HK,$0.15 B
Planet13,PLTH.CN,$0.15 B
Graphite Bio,GRPH,$0.15 B
1-800-PetMeds,PETS,$0.15 B
Root Insurance,ROOT,$0.15 B
Bergs Timber,BRG-B.ST,$0.15 B
Rigetti Computing,RGTI,$0.15 B
Stereotaxis,STXS,$0.15 B
GrowGeneration,GRWG,$0.15 B
Alligator Energy,AGE.AX,$0.15 B
Mind Medicine,MNMD,$0.15 B
Ventyx Biosciences,VTYX,$0.14 B
Emperor Watch & Jewellery,0887.HK,$0.14 B
Whole Earth Brands,FREE,$0.14 B
First Guaranty Bancshares,FGBI,$0.14 B
Largo,LGO,$0.14 B
India Nippon Electricals,INDNIPPON.NS,$0.14 B
Rico Auto Industries,RICOAUTO.NS,$0.14 B
Excel Industries,EXCELINDUS.NS,$0.14 B
ReneSola,SOL,$0.14 B
Wielton,WLT.WA,$0.14 B
Computer Programs and Systems,CPSI,$0.14 B
Quest Resource Holding,QRHC,$0.14 B
Bank of Innovation,4393.T,$0.14 B
Aquestive Therapeutics,AQST,$0.14 B
Vertical Aerospace,EVTL,$0.14 B
PMV Pharmaceuticals,PMVP,$0.14 B
Caesarstone,CSTE,$0.14 B
Great Ajax,AJX,$0.14 B
Innovative Solutions and Support,ISSC,$0.14 B
Molecular Partners,MOLN,$0.14 B
Actinium Pharmaceuticals,ATNM,$0.14 B
Abeona Therapeutics,ABEO,$0.14 B
Cato Fashion,CATO,$0.14 B
"111, Inc.",YI,$0.14 B
Design Therapeutics,DSGN,$0.14 B
Xiao-I,AIXI,$0.14 B
Nuvectis Pharma,NVCT,$0.14 B
Markforged,MKFG,$0.14 B
Saga Communications,SGA,$0.14 B
Mynaric,MYNA,$0.14 B
Century Casinos,CNTY,$0.14 B
Citizens Inc,CIA,$0.14 B
Union Bankshares,UNB,$0.14 B
Lifetime Brands,LCUT,$0.14 B
Nutex Health,NUTX,$0.14 B
Allied Tecnologia,ALLD3.SA,$0.14 B
BBX Capital Corporation,BBXIA,$0.14 B
Hurco Companies,HURC,$0.13 B
Tethys Oil,TETY.ST,$0.13 B
Satellogic,SATL,$0.13 B
ADC Therapeutics,ADCT,$0.13 B
X4 Pharmaceuticals,XFOR,$0.13 B
ARC Document Solutions,ARC,$0.13 B
VistaGen Therapeutics,VTGN,$0.13 B
Cimbeton,CMBTN.IS,$0.13 B
Bassett Furniture,BSET,$0.13 B
Totens Sparebank,TOTG.OL,$0.13 B
Regencell Bioscience,RGC,$0.13 B
WM Technology,MAPS,$0.13 B
Méliuz,CASH3.SA,$0.13 B
Bloober Team,6BO.SG,$0.13 B
PCTEL,PCTI,$0.13 B
Selecta Biosciences,SELB,$0.13 B
Paysign,PAYS,$0.13 B
The Original BARK Company,BARK,$0.13 B
ContextLogic (wish.com),WISH,$0.13 B
Wayi International Digital Entertainment,3086.TWO,$0.13 B
Nyxoah,NYXH,$0.13 B
OptiNose,OPTN,$0.13 B
The Joint Corp.,JYNT,$0.13 B
Noodles & Company,NDLS,$0.13 B
SRP Groupe (Showroomprive.com),SRP.PA,$0.13 B
Travelzoo,TZOO,$0.13 B
Riverview Bancorp,RVSB,$0.13 B
High Tide,HITI,$0.13 B
Sylogist,SYZ.TO,$0.13 B
D-Wave Quantum,QBTS,$0.13 B
Vuzix,VUZI,$0.13 B
AdTheorent,ADTH,$0.13 B
Greenwich LifeSciences,GLSI,$0.13 B
Oportun Financial,OPRT,$0.13 B
Upland Software,UPLD,$0.13 B
Atlantic Sapphire,ASA.OL,$0.13 B
X-Legend Entertainment,4994.TW,$0.13 B
Scienjoy,SJ,$0.13 B
Generation Bio,GBIO,$0.13 B
Lakeland Industries,LAKE,$0.12 B
Big 5 Sporting Goods,BGFV,$0.12 B
Vor Biopharma,VOR,$0.12 B
Chinese Gamer International,3083.TWO,$0.12 B
Hanover Bancorp,HNVR,$0.12 B
Partners Bancorp,PTRS,$0.12 B
Userjoy Technology,3546.TWO,$0.12 B
Nusantara Pelabuhan Handal,PORT.JK,$0.12 B
Zentek,ZTEK,$0.12 B
Synlait Milk,SML.NZ,$0.12 B
Protalix BioTherapeutics,PLX,$0.12 B
TOP Financial Group Limited,TOP,$0.12 B
BankFinancial,BFIN,$0.12 B
IO Biotech,IOBT,$0.12 B
XBiotech,XBIT,$0.12 B
Bodal Chemicals,BODALCHEM.NS,$0.12 B
Fonar Corporation,FONR,$0.12 B
Richmond Mutual Bancorporation,RMBI,$0.12 B
G5 Entertainment,G5EN.ST,$0.12 B
MDxHealth,MDXH,$0.12 B
Wrap Technologies,WRAP,$0.12 B
Yellow Pages (Canada),Y.TO,$0.12 B
The Container Store,TCS,$0.12 B
Knights Group,KGH.L,$0.12 B
Anixa Biosciences,ANIX,$0.12 B
Cel-Sci,CVM,$0.12 B
Inogen,INGN,$0.12 B
Gateway Real Estate,GTY.F,$0.12 B
Skillsoft,SKIL,$0.12 B
Citius Pharmaceuticals,CTXR,$0.12 B
American Resources Corp,AREC,$0.12 B
Athira Pharma,ATHA,$0.12 B
Mister Spex,MRX.F,$0.12 B
Skillz,SKLZ,$0.12 B
Kellton Tech Solutions,KELLTONTEC.NS,$0.12 B
Seer,SEER,$0.12 B
Latch,LTCH,$0.12 B
Lument Finance Trust,LFT,$0.12 B
RADCOM,RDCM,$0.12 B
Alithya Group,ALYA,$0.12 B
William Penn Bancorp,WMPN,$0.12 B
LightInTheBox Holding,LITB,$0.12 B
Bragg Gaming Group,BRAG,$0.12 B
So-Young International,SY,$0.12 B
Kinnate Biopharma,KNTE,$0.11 B
Zevia,ZVIA,$0.11 B
Signature Bank,SBNY,$0.11 B
DHI Group,DHX,$0.11 B
Sezzle,SEZL,$0.11 B
gumi,3903.T,$0.11 B
Talaris Therapeutics,TALS,$0.11 B
ECB Bancorp,ECBK,$0.11 B
OneConnect,OCFT,$0.11 B
Aura Energy,AURA.L,$0.11 B
PowerFleet,PWFL,$0.11 B
KAP AG,IUR.F,$0.11 B
BioAtla,BCAB,$0.11 B
Silicom,SILC,$0.11 B
Unifi,UFI,$0.11 B
VirTra,VTSI,$0.11 B
İşbir Holding,ISBIR.IS,$0.11 B
Caltagirone Editore,CED.MI,$0.11 B
Forsys Metals,FSY.TO,$0.11 B
Spruce Biosciences,SPRB,$0.11 B
Emergent BioSolutions,EBS,$0.11 B
Babcock & Wilcox,BW,$0.11 B
Laramide Resources,LAM.TO,$0.11 B
Global Mofy Metaverse,GMM,$0.11 B
Vigil Neuroscience,VIGL,$0.11 B
Perspective Therapeutics,CATX,$0.11 B
PHX Minerals,PHX,$0.11 B
Asiasoft,AS.BK,$0.11 B
Atossa Therapeutics,ATOS,$0.11 B
Westwood Holdings Group,WHG,$0.11 B
Sagimet Biosciences,SGMT,$0.11 B
Asian Granito India,ASIANTILES.NS,$0.11 B
Universal Electronics,UEIC,$0.11 B
Alliance Entertainment,AENT,$0.11 B
LiveOne,LVO,$0.11 B
Spencer's Retail,SPENCERS.NS,$0.11 B
Nano Labs,NA,$0.11 B
Modiv,MDV,$0.11 B
Björn Borg,BORG.ST,$0.11 B
Intevac,IVAC,$0.11 B
Platinum Group Metals,PLG,$0.11 B
Nok Air,NOK.BK,$0.11 B
Intensity Therapeutics,INTS,$0.11 B
3i Infotech,3IINFOLTD.NS,$0.11 B
Solid Biosciences,SLDB,$0.11 B
Mega Uranium,MGA.TO,$0.11 B
Sierra Metals,SMT.TO,$0.11 B
ChromaDex,CDXC,$0.11 B
Orient Paper Mills,ORIENTPPR.NS,$0.11 B
Acrivon Therapeutics,ACRV,$0.11 B
Carisma Therapeutics,CARM,$0.11 B
Ultralife Corporation,ULBI,$0.10 B
Scully Royalty,SRL,$0.10 B
Leap Therapeutics,LPTX,$0.10 B
Conn's,CONN,$0.10 B
MediWound,MDWD,$0.10 B
Toro Corp.,TORO,$0.10 B
MariMed,MRMD,$0.10 B
TAT Technologies,TATT,$0.10 B
OrganiGram Holdings,OGI,$0.10 B
Focus Entertainment,ALFOC.PA,$0.10 B
Pixie Dust Technologies,PXDT,$0.10 B
M-tron Industries,MPTI,$0.10 B
Devolver Digital,DEVO.L,$0.10 B
AXT Inc,AXTI,$0.10 B
Landmark Bancorp,LARK,$0.10 B
Westport Fuel Systems,WPRT,$0.10 B
Creepy Jar,CRJ.WA,$0.10 B
Friedman Industries,FRD,$0.10 B
LL Flooring,LL,$0.10 B
Yatra,YTRA,$0.10 B
CytomX Therapeutics,CTMX,$0.10 B
Flotek Industries,FTK,$0.10 B
Inotiv,NOTV,$0.10 B
Infinities Tech (Jiu Zun Digital),1961.HK,$0.10 B
Outlook Therapeutics,OTLK,$0.10 B
Corvus Pharmaceuticals,CRVS,$0.10 B
Ondas Holdings,ONDS,$0.10 B
Ohio Valley Banc Corp,OVBC,$0.10 B
Postmedia Network Canada,PNC-A.TO,$0.10 B
Nektar Therapeutics,NKTR,$0.10 B
BG Staffing,BGSF,$0.10 B
Origin Materials,ORGN,$0.10 B
Perma-Fix Environmental Services,PESI,$0.10 B
Heritage Global,HGBL,$0.10 B
Galectin Therapeutics,GALT,$0.10 B
Tanzanian Gold Corporation,TRX,$0.10 B
FAT Brands,FAT,$0.10 B
Moolec Science,MLEC,$0.10 B
Brightcove,BCOV,$0.10 B
ZeroFox,ZFOX,$0.10 B
Armata Pharmaceuticals,ARMP,$0.10 B
QuantaSing Group,QSG,$0.10 B
SuRo Capital,SSSS,$0.10 B
NioCorp Developments,NB,$0.10 B
SYLA Technologies,SYT,$0.10 B
SurgePays,SURG,$0.10 B
Midwest Holding,MDWT,$0.10 B
Personalis,PSNL,$0.10 B
InflaRx,IFRX,$0.10 B
Samsung Heavy Industries,010145.KS,$0.10 B
Dave Inc.,DAVE,$0.10 B
Balaji Telefilms,BALAJITELE.NS,$0.10 B
Blue Apron Holdings,APRN,$99.97 M
Vox Royalty,VOXR,$99.76 M
Flexsteel Industries,FLXS,$99.5 M
MarketWise,MKTW,$99.43 M
NGM Biopharmaceuticals,NGM,$99.25 M
Jushi Holdings,JUSHF,$99.21 M
KORU Medical Systems,KRMD,$99.1 M
Territorial Bancorp,TBNK,$99.09 M
Xunlei,XNET,$98.95 M
PhenomeX,CELL,$98.79 M
Burning Rock Biotech,BNR,$98.56 M
Ellington Residential Mortgage REIT,EARN,$98.46 M
Coya Therapeutics,COYA,$98.42 M
Vaxxinity,VAXX,$97.8 M
Veru,VERU,$97.69 M
KVH Industries,KVHI,$97.66 M
Odyssey Marine Exploration,OMEX,$97.46 M
McPhy Energy,MCPHY.PA,$97.38 M
Sangoma Technologies,SANG,$97.33 M
Elevate Uranium,EL8.AX,$97.3 M
Relmada Therapeutics,RLMD,$97.22 M
Oncolytics Biotech,ONCY,$96.86 M
Ringmetall,HP3A.DE,$96.85 M
Li-Cycle,LICY,$96.66 M
Akatsuki Corp.,8737.T,$96.64 M
Purple Innovation,PRPL,$96.59 M
China Automotive Systems,CAAS,$96.59 M
Martin Midstream Partners,MMLP,$96.5 M
Kaleyra,KLR,$96.47 M
Oramed Pharmaceuticals,ORMP,$96.41 M
Sunlight Financial,SUNL,$96.13 M
Surf Air Mobility,SRFM,$96.08 M
Focus Universal,FCUV,$95.93 M
MacroWell OMG Digital Entertainment,3687.TWO,$95.61 M
CI Games,CI7.F,$95.34 M
Ikena Oncology,IKNA,$95.06 M
CBAK Energy,CBAT,$94.77 M
Adicet Bio,ACET,$94.74 M
BAIOO Family Interactive,2100.HK,$93.82 M
Clearside Biomedical,CLSD,$93.3 M
authID,AUID,$93.27 M
Workhorse Group,WKHS,$93.05 M
Danimer Scientific,DNMR,$92.86 M
Journey Medical,DERM,$92.73 M
Affimed,AFMD,$92.57 M
Advanced Emissions Solutions,ADES,$92.57 M
Nine Energy Service,NINE,$91.9 M
ProPhase Labs,PRPH,$91.66 M
Bright Health,BHG,$91.4 M
Adagene,ADAG,$91.39 M
Velo3D,VLD,$91.18 M
2U,TWOU,$91.09 M
Nectar Lifesciences,NECLIFE.NS,$90.84 M
Old Point Financial,OPOF,$90.68 M
Karyopharm Therapeutics,KPTI,$90.53 M
Apyx Medical,APYX,$90.42 M
Provident Financial Holdings,PROV,$90.32 M
CASI Pharmaceuticals,CASI,$89.98 M
SIMPPLE,SPPL,$89.97 M
aTyr Pharma,LIFE,$89.88 M
Apex Frozen Foods,APEX.NS,$89.66 M
Pyxis Oncology,PYXS,$89.53 M
Tupperware Brands,TUP,$89.28 M
Adler Group,ADJ.DE,$89.07 M
Smart Sand,SND,$88.64 M
Village Farms International,VFF,$88.43 M
Trevi Therapeutics,TRVI,$88.12 M
U.S. GoldMining,USGO,$88.03 M
Sangamo Therapeutics,SGMO,$87.92 M
Achieve Life Sciences,ACHV,$87.88 M
Zepp Health,ZEPP,$87.28 M
Adverum Biotechnologies,ADVM,$86.98 M
Vaxart,VXRT,$86.9 M
Liberty TripAdvisor Holdings,LTRPA,$86.4 M
INNOVATE Corp.,VATE,$86.36 M
Genenta Science,GNTA,$86.34 M
Barnes & Noble Education,BNED,$86.12 M
Theratechnologies,THTX,$86.08 M
Assertio Therapeutics,ASRT,$86.03 M
a.k.a. Brands,AKA,$85.54 M
Velan,VLN.TO,$85.5 M
Chimerix,CMRX,$85.32 M
Great Elm Capital,GECC,$85.21 M
Appen,APX.AX,$85.16 M
Profire Energy,PFIE,$84.96 M
Comscore,SCOR,$84.54 M
Quantafuel,QFUEL.OL,$84.54 M
Nihon Falcom,3723.T,$84.31 M
ACRES Commercial Realty,ACR,$84.21 M
illumin,ILLM,$84.09 M
Peninsula Energy,PEN.AX,$83.75 M
Sono-Tek Corporation,SOTK,$83.28 M
Asensus Surgical,ASXC,$83.23 M
Hindustan Media Ventures,HMVL.NS,$82.84 M
Curis,CRIS,$82.63 M
Pathfinder Bancorp,PBHC,$82.58 M
Golden Matrix Group,GMGI,$82.38 M
ASP Isotopes,ASPI,$82.32 M
Kayak Inc,3904.T,$82.27 M
Tuniu Corporation,TOUR,$81.95 M
Lazydays Holdings,LAZY,$81.92 M
DDC Enterprise,DDC,$81.9 M
Genasys,GNSS,$81.89 M
Superior Industries International,SUP,$81.74 M
Pollux Properti Indonesia,POLL.JK,$81.66 M
Ebixcash India,EBIXFOREX.NS,$81.5 M
KLab,3656.T,$81.4 M
Summit State Bank,SSBI,$81.37 M
Sonida Senior Living,SNDA,$81.28 M
Rallybio,RLYB,$81.25 M
Casino Guichard-Perrachon,CO.PA,$81.19 M
BioXcel Therapeutics,BTAI,$81.08 M
Spruce Power,SPRU,$81.01 M
Eyenovia,EYEN,$80.96 M
PLBY Group (Playboy),PLBY,$80.73 M
Interlink Electronics,LINK,$80.46 M
Vroom,VRM,$80.33 M
4Front Ventures,FFNTF,$80.18 M
VolitionRx,VNRX,$79.47 M
Rane Brake Lining,RBL.NS,$79.17 M
KORE,KORE,$79.08 M
reAlpha Tech,AIRE,$78.52 M
MediciNova,MNOV,$78.47 M
Mirza International,MIRZAINT.NS,$78.46 M
Tempest Therapeutics,TPST,$78.14 M
Neuronetics,STIM,$78.11 M
Stabilis Solutions,SLNG,$77.82 M
YanGuFang International Group,YGF,$77.76 M
Altisource Portfolio,ASPS,$77.62 M
Taylor Devices,TAYD,$77.41 M
Via Renewables,VIA,$77.38 M
Lulu's Fashion Lounge,LVLU,$76.89 M
Aclaris Therapeutics,ACRS,$76.85 M
Spero Therapeutics,SPRO,$76.31 M
Lead Real Estate,LRE,$75.97 M
Glatfelter,GLT,$75.97 M
GreenPower Motor Company,GP,$75.86 M
Where Food Comes From,WFCF,$75.39 M
Primech Holdings,PMEC,$75.27 M
Magyar Bancorp,MGYR,$75.23 M
Idaho Strategic Resources,IDR,$75 M
AlloVir,ALVR,$74.55 M
Bigtincan,BTH.AX,$74.45 M
Azure Power,AZREF,$74.42 M
Oconee Federal Financial,OFED,$74.32 M
Fire Rock,1909.HK,$74.26 M
Jasper Therapeutics,JSPR,$74.19 M
Ateam,3662.T,$74.03 M
Radio City,RADIOCITY.NS,$73.88 M
Edgio,EGIO,$73.42 M
Frontier Developments,FDEV.L,$73.28 M
Sport Lisboa e Benfica,SLBEN.LS,$73.1 M
Imperial Petroleum,IMPP,$72.84 M
VCI Global,VCIG,$72.82 M
Lifevantage,LFVN,$72.59 M
Gulf Island Fabrication,GIFI,$72.31 M
GeneDx Holdings,WGS,$72.21 M
Fossil Group,FOSL,$72.21 M
Arqit Quantum,ARQQ,$72.12 M
Top Ships,TOPS,$72.07 M
Vicarious Surgical,RBOT,$72.03 M
SCYNEXIS,SCYX,$71.81 M
Enzo Biochem,ENZ,$71.8 M
Gamesparcs,6542.TWO,$71.79 M
Natuzzi,NTZ,$71.59 M
FibroGen,FGEN,$71.59 M
Grove Collaborative,GROV,$71.52 M
Reliance Communications,RCOM.NS,$71.47 M
Trilogy Metals,TMQ,$71.34 M
Culp,CULP,$70.95 M
Aiming Inc,3911.T,$70.82 M
Ocuphire Pharma,OCUP,$70.51 M
Pixelworks,PXLW,$70.3 M
uCloudlink Group,UCL,$70.25 M
Zynerba Pharmaceuticals,ZYNE,$70.12 M
Gentili Mosconi,GM.MI,$70.11 M
GAN,GAN,$69.97 M
Inuvo,INUV,$69.95 M
PEDEVCO,PED,$69.35 M
Lake Shore Bancorp,LSBK,$69.31 M
PyroGenesis Canada,PYR,$69.19 M
Bionano Genomics,BNGO,$69.09 M
Kronos Bio,KRON,$68.81 M
Integra Resources,ITRG,$68.77 M
Eagle Pharmaceuticals,EGRX,$68.5 M
TransAct Technologies,TACT,$68.41 M
Wag! Group,PET,$68.28 M
Natural Health Trends,NHTC,$68.06 M
Starbreeze,STAR-B.ST,$67.99 M
Don't Nod Entertainment,ALDNE.PA,$67.7 M
Prenetics,PRE,$67.66 M
Red Cat Holdings,RCAT,$67.44 M
Ashford Hospitality Trust,AHT,$67.19 M
WiMi Hologram Cloud,WIMI,$66.99 M
Siebert Financial,SIEB,$66.88 M
Gaia,GAIA,$66.82 M
Cheetah Mobile,CMCM,$66.79 M
Imagineer,4644.T,$66.73 M
Fury Gold Mines,FURY,$66.57 M
Stronghold Digital Mining,SDIG,$66.04 M
AVROBIO,AVRO,$65.96 M
Perma-Pipe International,PPIH,$65.7 M
Kezar Life Sciences,KZR,$65.35 M
Rubicon Technologies,RBT,$65.06 M
Pro-Dex,PDEX,$64.73 M
Reading International,RDI,$64.3 M
Quantum Computing,QUBT,$64.2 M
Veritone,VERI,$63.91 M
Immunic,IMUX,$63.65 M
Viomi Technology,VIOT,$63.35 M
Avino Silver & Gold Mines,ASM,$62.56 M
The Beachbody Company,BODY,$62.47 M
Comstock Mining,LODE,$62.45 M
HeartBeam,BEAT,$61.87 M
Logan Ridge Finance,LRFC,$61.54 M
5E Advanced Materials,FEAM,$61.48 M
Doma,DOMA,$61.27 M
ReWalk Robotics,RWLK,$60.92 M
InterCure,INCR,$60.67 M
Farmer Brothers,FARM,$60.48 M
Steel Connect,STCN,$60.29 M
Turnstone Biologics,TSBX,$60.19 M
Lucid Diagnostics,LUCD,$60.03 M
The Arena Group,AREN,$59.94 M
Clean Energy Technologies,CETY,$59.9 M
Allot,ALLT,$59.85 M
CROOZ,2138.T,$59.76 M
Blue Hat,BHAT,$59.56 M
Milestone Pharmaceuticals,MIST,$59.26 M
Sotherly Hotels,SOHO,$59.23 M
Village Bank and Trust Financial,VBFC,$59.18 M
Enviva,EVA,$58.92 M
BIT Mining (500.com),BTCM,$58.89 M
Xebec Adsorption,XBC.TO,$58.69 M
Okyo Pharma,OKYO,$58.59 M
S.S. Lazio,SSL.MI,$58.5 M
Tiziana Life Sciences,TLSA,$58.41 M
Pioneer Power Solutions,PPSI,$58.33 M
Smith Micro Software,SMSI,$58.32 M
Synchronoss,SNCR,$58.3 M
Sorrento Therapeutics,SRNEQ,$58.29 M
InspireMD,NSPR,$58.18 M
CAVE Interactive,3760.T,$58.06 M
Loop Media,LPTV,$57.71 M
Fluent,FLNT,$57.46 M
Broadwind,BWEN,$57.16 M
Beyond Air,XAIR,$56.56 M
Naked Wines,WINE.L,$56.38 M
Cutera,CUTR,$56.24 M
freelancer.com,FLN.AX,$56.09 M
PermRock Royalty Trust,PRT,$55.95 M
N.B.I. Industrial Finance,NBIFIN.NS,$55.84 M
Accelerate Diagnostics,AXDX,$55.61 M
Western Asset Mortgage Capital,WMC,$55.53 M
Petropavlovsk,POG.L,$55.5 M
Celularity,CELU,$55.18 M
Vista Gold,VGZ,$54.97 M
Reneo Pharmaceuticals,RPHM,$54.96 M
Semantix,STIX,$54.91 M
Vivani Medical,VANI,$54.34 M
Allied Esports,AESE,$54.32 M
Artifex Mundi,ART.WA,$54.13 M
Manhattan Bridge Capital,LOAN,$54.06 M
Akoustis Technologies,AKTS,$53.96 M
HanseYachts AG,H9Y.DE,$53.88 M
Eargo,EAR,$53.46 M
ATARI,ALATA.PA,$53.22 M
5th Planet Games,5PG.OL,$53.18 M
GEE Group,JOB,$52.88 M
Americas Gold and Silver Corp,USAS,$52.81 M
Otonomo Technologies,OTMO,$52.37 M
Silver Spike Investment,SSIC,$52.14 M
NeoVolta,NEOV,$52.01 M
Navios Maritime Holdings,NM,$51.81 M
Delta Apparel,DLA,$51.73 M
Cytosorbents,CTSO,$51.51 M
CervoMed,CRVO,$51.41 M
Real Good Food plc,RGF,$51.24 M
Nicholas Financial,NICK,$51.1 M
Harte Hanks,HHS,$50.98 M
DermTech,DMTK,$50.95 M
Knightscope,KSCP,$50.92 M
Feiyu Technology International Company,1022.HK,$50.64 M
Mullen Automotive,MULN,$50.53 M
Milestone Scientific,MLSS,$50.49 M
BioLargo,BLGO,$50.48 M
DZS Inc,DZSI,$50.47 M
DocCheck,AJ91.DE,$50.32 M
Gala Incorporated,4777.T,$50.21 M
Instil Bio,TIL,$50.13 M
FreightCar America,RAIL,$49.75 M
Lee Enterprises,LEE,$49.66 M
Pestech Cambodia,PEPC.KH,$49.64 M
Cepton,CPTN,$49.49 M
Rockwell Medical,RMTI,$49.28 M
Hour Loop,HOUR,$49.11 M
Boyaa Interactive,0434.HK,$49.07 M
CytoMed Therapeutics,GDTC,$48.99 M
Quince Therapeutics,QNCX,$48.86 M
Cryo-Cell,CCEL,$48.8 M
Agape ATP,ATPC,$48.58 M
Casa Systems,CASA,$48.56 M
Fortress Biotech,FBIO,$48.51 M
XOS,XOS,$48.26 M
Fun Yours Technology,6482.TWO,$48.18 M
Ideal Power,IPWR,$48.15 M
Intuitive Machines,LUNR,$48.15 M
Hinduja Ventures,NXTDIGITAL.NS,$48.13 M
Greenidge Generation Holdings,GREE,$48.13 M
Hycroft Mining,HYMC,$47.9 M
LightPath Technologies,LPTH,$47.87 M
TechPrecision,TPCS,$47.31 M
Matinas BioPharma,MTNB,$47.25 M
Kartoon Studios,TOON,$47.12 M
Precision BioSciences,DTIL,$46.87 M
Aadi Bioscience,AADI,$46.86 M
Owlet,OWLT,$46.75 M
Jianzhi Education Technology Group,JZ,$46.62 M
Astra Space,ASTR,$46.59 M
Usio,USIO,$46.56 M
Global Fashion Group,GFG.DE,$46.29 M
iCAD,ICAD,$46.28 M
Aeria,3758.T,$46.21 M
Mogo,MOGO,$45.87 M
Atara Biotherapeutics,ATRA,$45.56 M
Lantern Pharma,LTRN,$45.46 M
Home Federal Bancorp (HFB Bank),HFBL,$45.46 M
CareMax,CMAX,$45.41 M
Rafael Holdings,RFL,$44.84 M
SOS Limited,SOS,$44.6 M
Movano,MOVE,$44.55 M
Synlogic,SYBX,$44.52 M
WeWork,WE,$44.07 M
Co-Diagnostics,CODX,$44.07 M
Zion Oil & Gas,ZNOG,$44.06 M
Gamida Cell,GMDA,$43.99 M
Snail Inc,SNAL,$43.97 M
Hanryu Holdings,HRYU,$43.83 M
Know Labs,KNW,$43.82 M
The InterGroup Corporation,INTG,$43.76 M
Rain Therapeutics,RAIN,$43.74 M
Minerva Neurosciences,NERV,$43.63 M
Solitario Zinc,XPL,$43.49 M
A2Z Smart Technologies,AZ,$43.41 M
Cenntro Electric Group,CENN,$43.23 M
Games Operators,GOP.WA,$43.11 M
